,SPY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2018-10-16,5.521566014878424,3.150990482152604,3.7859804170374507,3.26272528764226,3.142788285175222,4.195388523974901,3.5100841967205594,3.77478147423446,3.2008414833914123,3.0573864232439885,4.403333981057861,3.940196372541346
2018-10-17,5.521744508017851,3.144540611790545,3.789980020232891,3.256402699172271,3.1528313689475413,4.188056494517375,3.5054756926850335,3.779462036739744,3.197987638473122,3.0555244962305483,4.408593483467891,3.931919275417684
2018-10-18,5.507197816482732,3.133199033884362,3.771533430991852,3.2514270899101696,3.1360363364643833,4.170646220454104,3.485684473689899,3.7781535953026797,3.198305048311823,3.0570144227181086,4.397181169493858,3.9125531078189653
2018-10-19,5.506655134884814,3.1260681797503533,3.771319434862723,3.2425196460770778,3.1397933303283323,4.166963376305096,3.4852561091237195,3.8007139102348124,3.208412800048904,3.0725271319632186,4.3880432541709355,3.902727540517281
2018-10-22,5.502156705155237,3.118127307722908,3.7706773473262167,3.231413928223396,3.1181892414491155,4.163541524616112,3.493506792352109,3.7931886398828127,3.194169980912829,3.0660926559216626,4.379813952902403,3.9067630719328625
2018-10-23,5.497052714591776,3.1082074649430402,3.7685330456581667,3.2049136785951244,3.110110539520009,4.146950430044735,3.4896736415567555,3.7976007292044525,3.2005249554562285,3.0605441936225755,4.374400276717619,3.9069501934054593
2018-10-24,5.4662859088781435,3.0760625973796896,3.7197108514674166,3.164629695247233,3.084684075444729,4.11248624307092,3.443844491871613,3.801810309987768,3.2121768774917285,3.0845492640607026,4.34083128644379,3.876623339699719
2018-10-25,5.4840672845815375,3.088849286825698,3.7523044473844833,3.1767967335666336,3.100017487084265,4.119532156574545,3.4776566642480837,3.8041818969248515,3.2240037981091167,3.0688553850742157,4.353693216596309,3.906388340286387
2018-10-26,5.466323510160152,3.082968128227988,3.724881164405625,3.169303765590386,3.0854762594915845,4.109596125204789,3.4574478386975382,3.7848640876532236,3.197670049924335,3.0502916603730603,4.342319261372711,3.874787935546587
2018-10-29,5.460767533763527,3.080605963366609,3.70928914455609,3.1504754455389903,3.09414790518397,4.092813124361419,3.4404143290174556,3.796315736697189,3.214053578075364,3.064246705716963,4.344832385531497,3.865948948339794
2018-10-30,5.475477565303616,3.1032103537855837,3.736251362173156,3.173356778752747,3.1112688982148096,4.113207235335259,3.451556274585397,3.8159562757792345,3.230480289961407,3.068119557045642,4.35550138212001,3.8808614897788036
2018-10-31,5.48610168976511,3.1167975922665727,3.7566576879789793,3.17948054203516,3.1250621900868154,4.1208207375834744,3.475062364410973,3.8065478727419695,3.2168620034463786,3.0562695574285916,4.356854948262414,3.8936589257507097
2018-11-01,5.496687082490972,3.144540611790545,3.762505220846406,3.1879319940930824,3.129617941108,4.138269403944875,3.48668320016609,3.8136125657965163,3.2205945466044095,3.0517893979850315,4.369403137420889,3.913856117342217
2018-11-02,5.490746714515119,3.1421345715886706,3.7523044473844833,3.185418652443521,3.128860228256254,4.136580351784867,3.4669489557396242,3.808364260879697,3.2121768774917285,3.0461608696279856,4.363148676251482,3.9179395349702415
2018-11-05,5.4962485855852306,3.145095018052743,3.748150962902018,3.202006040103745,3.1446562343121496,4.141778924119314,3.465930075879592,3.820806744272027,3.2286342693706835,3.0601732767379883,4.371960269256933,3.919327879016842
2018-11-06,5.502556233242112,3.1614064154803305,3.7540478575339256,3.2066540732122557,3.1498660595792307,4.1522340039225165,3.4721727092555916,3.8268815221634602,3.234162514796763,3.066829976363167,4.377055478583868,3.9237574753099946
2018-11-07,5.523739204384506,3.1792428319150625,3.772175407986992,3.2228959772346397,3.162774268488127,4.1683292938951215,3.5011266479567653,3.832565479082366,3.2451280830502527,3.0781916624875083,4.406020727673836,3.950469475545081
2018-11-08,5.521922969303162,3.174947981202424,3.7627211113159196,3.2009867388136177,3.1657016830772564,4.166689945100138,3.500282986901435,3.83309647808066,3.2472464766478675,3.076550472504951,4.406557621297373,3.950738436998742
2018-11-09,5.512106325659261,3.1608607388987733,3.741998273522801,3.1992365219413896,3.1565255003291584,4.156523892629838,3.482824690876058,3.8389213134445384,3.2484549966449654,3.0780095093170914,4.403656663794694,3.936748293623193
2018-11-12,5.493244532047538,3.1460187015934102,3.7268970438903737,3.1782884067145942,3.1364131356340987,4.136580351784867,3.4469659838255087,3.8336276078474016,3.250566213835119,3.077462762759504,4.390008609798819,3.916456522227176
2018-11-13,5.491371439558745,3.143060498610015,3.7237592068519,3.155063195806176,3.1420404075549366,4.141078065406815,3.448152689548134,3.831324832434828,3.2526732044514914,3.0816482963252168,4.383004054487511,3.915992624599071
2018-11-14,5.48451147108585,3.1419492008644054,3.728685643572239,3.153383316928847,3.1284810729114514,4.137706480259423,3.4360728978655524,3.8245632246979273,3.252372667177997,3.0712433147700953,4.374954125507619,3.9084475139141577
2018-11-15,5.494894082972999,3.1555722992731403,3.7360294072662046,3.1679491560592754,3.143162220081406,4.1508465090806075,3.4608201662143525,3.8229551274162326,3.244522140670725,3.0629522960911593,4.383772622367265,3.9069501934054593
2018-11-16,5.497491109171734,3.1655789731214745,3.7311395620024914,3.17977809609539,3.144282775554578,4.150568334188535,3.4592089205508243,3.8254553665311537,3.2586680657413,3.0781916624875083,4.39381844758406,3.9030097292985193
2018-11-19,5.480432208964538,3.151174429509071,3.700367831912949,3.17948054203516,3.143909506206567,4.134606219118485,3.420346322750854,3.8238487877397542,3.2613546979598764,3.082555250330781,4.381025252262764,3.8782630873776607
2018-11-20,5.461752639380653,3.1328250958167176,3.687184101494676,3.1461742752539545,3.1216315783913116,4.11364000537776,3.3986209887263525,3.807093203477717,3.248152892402926,3.0783741336961126,4.371627000361493,3.8553564139831082
