date,hedge_ratio,intercept,adf_stat,p_value,cointegrated
2019-01-02,1.3656,-0.0258,-3.0559,0.03,True
2019-01-03,1.3644,-0.0229,-3.0377,0.0315,True
2019-01-04,1.3633,-0.0198,-3.037,0.0316,True
2019-01-07,1.3618,-0.016,-2.9854,0.0363,True
2019-01-08,1.3615,-0.015,-3.0334,0.0319,True
2019-01-09,1.3616,-0.0156,-2.9633,0.0385,True
2019-01-10,1.3618,-0.0164,-3.01,0.034,True
2019-01-11,1.3617,-0.0165,-3.0763,0.0284,True
2019-01-14,1.3612,-0.0153,-3.1368,0.0239,True
2019-01-15,1.3606,-0.0138,-3.1809,0.0211,True
2019-01-16,1.3593,-0.0106,-2.9588,0.0389,True
2019-01-17,1.3588,-0.0094,-2.9563,0.0392,True
2019-01-18,1.359,-0.0099,-2.9296,0.042,True
2019-01-22,1.3584,-0.0083,-2.9716,0.0376,True
2019-01-23,1.3581,-0.0075,-3.0145,0.0336,True
2019-01-24,1.3607,-0.0147,-3.3344,0.0134,True
2019-01-25,1.3619,-0.0182,-3.3278,0.0137,True
2019-01-28,1.3613,-0.0172,-3.2708,0.0162,True
2019-01-29,1.3608,-0.0162,-3.3175,0.0141,True
2019-01-30,1.3592,-0.0125,-3.3093,0.0145,True
2019-01-31,1.358,-0.01,-3.3945,0.0111,True
2019-02-01,1.3562,-0.0058,-3.0454,0.0309,True
2019-02-04,1.3542,-0.001,-3.0075,0.0342,True
2019-02-05,1.3524,0.0028,-3.1137,0.0256,True
2019-02-06,1.3511,0.0056,-3.3617,0.0123,True
2019-02-07,1.3491,0.01,-3.1271,0.0246,True
2019-02-08,1.3479,0.0123,-3.4925,0.0082,True
2019-02-11,1.348,0.0111,-2.8057,0.0575,False
2019-02-12,1.3471,0.0125,-2.3402,0.1593,False
2019-02-13,1.3446,0.0181,-2.2694,0.182,False
2019-02-14,1.3421,0.0239,-1.9371,0.3148,False
2019-02-15,1.3381,0.0338,-1.577,0.4951,False
2019-02-19,1.3338,0.0443,-1.7412,0.41,False
2019-02-20,1.3285,0.0574,-1.4522,0.557,False
2019-02-21,1.3238,0.0693,-1.8759,0.3435,False
2019-02-22,1.3191,0.0808,-2.0728,0.2556,False
2019-02-25,1.3145,0.0923,-1.9652,0.302,False
2019-02-26,1.3098,0.1041,-1.9902,0.2909,False
2019-02-27,1.3046,0.1172,-1.9914,0.2904,False
2019-02-28,1.2998,0.1291,-2.0582,0.2617,False
2019-03-01,1.2948,0.1415,-2.1137,0.2391,False
2019-03-04,1.2899,0.1537,-2.0605,0.2607,False
2019-03-05,1.2855,0.1647,-2.039,0.2697,False
2019-03-06,1.2821,0.173,-1.9799,0.2955,False
2019-03-07,1.2787,0.1814,-1.8162,0.3725,False
2019-03-08,1.2762,0.1877,-1.7188,0.4214,False
2019-03-11,1.2733,0.1949,-1.5806,0.4933,False
2019-03-12,1.2718,0.1986,-1.5917,0.4878,False
2019-03-13,1.2724,0.1965,-1.654,0.455,False
2019-03-14,1.2713,0.1989,-1.3495,0.6062,False
2019-03-15,1.268,0.2074,-1.2878,0.6347,False
2019-03-18,1.2651,0.2147,-1.3261,0.6171,False
2019-03-19,1.2626,0.2208,-1.3835,0.5902,False
2019-03-20,1.2602,0.2268,-1.424,0.5707,False
2019-03-21,1.2558,0.2382,-1.2987,0.6297,False
2019-03-22,1.252,0.2479,-1.2594,0.6475,False
2019-03-25,1.2467,0.2617,-1.1925,0.6768,False
2019-03-26,1.2411,0.276,-1.1157,0.7088,False
2019-03-27,1.2363,0.2885,-1.1469,0.696,False
2019-03-28,1.2313,0.3011,-1.227,0.6619,False
2019-03-29,1.2256,0.3157,-1.2193,0.6652,False
2019-04-01,1.2187,0.3337,-1.2291,0.6609,False
2019-04-02,1.2123,0.3503,-1.203,0.6723,False
2019-04-03,1.2038,0.3725,-1.1224,0.7061,False
2019-04-04,1.1951,0.3954,-1.2918,0.6329,False
2019-04-05,1.1849,0.422,-1.1019,0.7143,False
2019-04-08,1.1763,0.4446,-1.1668,0.6877,False
2019-04-09,1.168,0.4662,-1.1051,0.713,False
2019-04-10,1.1592,0.4891,-1.1234,0.7057,False
2019-04-11,1.1505,0.5119,-1.1601,0.6905,False
2019-04-12,1.1406,0.5379,-1.1729,0.6851,False
2019-04-15,1.1309,0.5635,-1.2971,0.6305,False
2019-04-16,1.1206,0.5905,-1.2236,0.6633,False
2019-04-17,1.1103,0.6176,-1.1455,0.6966,False
2019-04-18,1.102,0.6395,-1.2806,0.638,False
2019-04-22,1.0945,0.6592,-1.1886,0.6785,False
2019-04-23,1.0874,0.6778,-1.1381,0.6997,False
2019-04-24,1.0813,0.6936,-1.2413,0.6556,False
2019-04-25,1.0716,0.7192,-0.9097,0.7848,False
2019-04-26,1.0616,0.7454,-0.9393,0.7747,False
2019-04-29,1.051,0.7735,-0.8645,0.7994,False
2019-04-30,1.0401,0.802,-0.8823,0.7937,False
2019-05-01,1.0302,0.8281,-0.8993,0.7882,False
2019-05-02,1.019,0.8576,-0.8442,0.8058,False
2019-05-03,1.0081,0.8861,-0.9177,0.7821,False
2019-05-06,0.9978,0.9132,-0.9454,0.7726,False
2019-05-07,0.9874,0.9403,-1.039,0.7388,False
2019-05-08,0.9767,0.9685,-1.0564,0.7321,False
2019-05-09,0.9653,0.9984,-0.8984,0.7885,False
2019-05-10,0.9538,1.0286,-0.9953,0.755,False
2019-05-13,0.9433,1.0558,-1.0813,0.7225,False
2019-05-14,0.9326,1.0839,-1.1239,0.7055,False
2019-05-15,0.9219,1.112,-1.2654,0.6448,False
2019-05-16,0.9125,1.1365,-1.3634,0.5997,False
2019-05-17,0.9035,1.1602,-1.5272,0.52,False
2019-05-20,0.8962,1.1794,-1.1435,0.6974,False
2019-05-21,0.8915,1.1916,-1.1478,0.6957,False
2019-05-22,0.8863,1.2051,-1.0364,0.7397,False
2019-05-23,0.8813,1.2182,-1.0284,0.7428,False
2019-05-24,0.8765,1.2304,-1.0951,0.717,False
2019-05-28,0.8719,1.2425,-1.174,0.6847,False
2019-05-29,0.8672,1.2546,-1.4632,0.5516,False
2019-05-30,0.8613,1.2699,-1.3937,0.5853,False
2019-05-31,0.8561,1.2835,-1.3756,0.5939,False
2019-06-03,0.8515,1.2953,-1.5202,0.5235,False
2019-06-04,0.8453,1.3115,-1.5006,0.5332,False
2019-06-05,0.8388,1.3285,-1.6563,0.4537,False
