date,hedge_ratio,intercept,adf_stat,p_value,cointegrated
2020-01-02,0.7921,1.5519,-2.1396,0.2289,False
2020-01-03,0.792,1.5524,-2.1456,0.2266,False
2020-01-06,0.7918,1.5529,-2.1485,0.2255,False
2020-01-07,0.7917,1.5535,-2.1354,0.2305,False
2020-01-08,0.7913,1.5549,-2.1474,0.2259,False
2020-01-09,0.7916,1.5536,-2.1571,0.2222,False
2020-01-10,0.7919,1.5522,-2.153,0.2237,False
2020-01-13,0.792,1.5517,-2.1551,0.2229,False
2020-01-14,0.7922,1.5506,-2.1247,0.2347,False
2020-01-15,0.7925,1.5496,-2.126,0.2342,False
2020-01-16,0.7934,1.5457,-2.101,0.2441,False
2020-01-17,0.7942,1.5422,-2.1154,0.2384,False
2020-01-21,0.7953,1.5373,-2.1064,0.2419,False
2020-01-22,0.7962,1.5333,-2.123,0.2354,False
2020-01-23,0.7971,1.5292,-2.1294,0.2329,False
2020-01-24,0.7983,1.5241,-2.1051,0.2425,False
2020-01-27,0.7993,1.5195,-2.1088,0.241,False
2020-01-28,0.8005,1.5144,-2.105,0.2425,False
2020-01-29,0.8018,1.5087,-2.1001,0.2445,False
2020-01-30,0.803,1.5032,-2.1074,0.2416,False
2020-01-31,0.8041,1.4984,-2.1023,0.2436,False
2020-02-03,0.8055,1.4924,-2.0778,0.2535,False
2020-02-04,0.8069,1.4861,-2.0984,0.2451,False
2020-02-05,0.8082,1.4803,-2.1868,0.2111,False
2020-02-06,0.8092,1.476,-2.0938,0.247,False
2020-02-07,0.8104,1.471,-2.1079,0.2413,False
2020-02-10,0.812,1.4639,-2.0955,0.2463,False
2020-02-11,0.813,1.4596,-2.1363,0.2302,False
2020-02-12,0.8138,1.4564,-2.2001,0.2062,False
2020-02-13,0.8146,1.4527,-2.147,0.2261,False
2020-02-14,0.8158,1.4478,-2.1373,0.2298,False
2020-02-18,0.8171,1.442,-2.0886,0.2491,False
2020-02-19,0.8184,1.4364,-2.0755,0.2545,False
2020-02-20,0.8197,1.4306,-2.0943,0.2468,False
2020-02-21,0.821,1.4249,-2.1242,0.2349,False
2020-02-24,0.8216,1.4221,-2.1493,0.2252,False
2020-02-25,0.8227,1.4177,-2.0656,0.2586,False
2020-02-26,0.824,1.4122,-1.9426,0.3123,False
2020-02-27,0.8245,1.4099,-1.9704,0.2997,False
2020-02-28,0.8246,1.4097,-2.0231,0.2765,False
2020-03-02,0.8259,1.4038,-1.9372,0.3147,False
2020-03-03,0.8272,1.3984,-1.8973,0.3333,False
2020-03-04,0.83,1.386,-1.7883,0.3863,False
2020-03-05,0.8323,1.3758,-1.6438,0.4603,False
2020-03-06,0.8338,1.3689,-1.7211,0.4203,False
2020-03-09,0.8333,1.3716,-1.6265,0.4693,False
2020-03-10,0.8345,1.3664,-1.746,0.4076,False
2020-03-11,0.8352,1.3634,-1.7936,0.3837,False
2020-03-12,0.8343,1.3673,-2.0618,0.2601,False
2020-03-13,0.8344,1.367,-1.8785,0.3423,False
2020-03-16,0.8294,1.3898,-1.8619,0.3502,False
2020-03-17,0.8233,1.4174,-1.6122,0.4768,False
2020-03-18,0.8148,1.4561,-1.672,0.4456,False
2020-03-19,0.8094,1.4806,-1.8483,0.3568,False
2020-03-20,0.8045,1.5026,-1.951,0.3084,False
2020-03-23,0.7969,1.537,-1.5536,0.5068,False
2020-03-24,0.791,1.5638,-1.339,0.6111,False
2020-03-25,0.789,1.5731,-1.7886,0.3861,False
2020-03-26,0.7864,1.5853,-1.549,0.5091,False
2020-03-27,0.7842,1.595,-1.922,0.3218,False
2020-03-30,0.7821,1.6047,-1.844,0.3588,False
2020-03-31,0.7802,1.6133,-1.9859,0.2928,False
2020-04-01,0.7772,1.627,-1.9455,0.3109,False
2020-04-02,0.7748,1.6383,-1.9854,0.293,False
2020-04-03,0.7724,1.649,-2.0169,0.2792,False
2020-04-06,0.7708,1.6565,-1.9997,0.2867,False
2020-04-07,0.7691,1.6645,-2.0298,0.2737,False
2020-04-08,0.7681,1.6691,-2.0937,0.2471,False
2020-04-09,0.7667,1.6756,-2.0118,0.2814,False
2020-04-13,0.7653,1.6818,-2.063,0.2597,False
2020-04-14,0.7643,1.6866,-2.0165,0.2794,False
2020-04-15,0.7629,1.6932,-2.021,0.2774,False
2020-04-16,0.7613,1.7007,-1.9276,0.3192,False
2020-04-17,0.7603,1.7055,-1.8625,0.3499,False
2020-04-20,0.7597,1.7081,-1.8613,0.3505,False
2020-04-21,0.7589,1.7117,-1.9223,0.3217,False
2020-04-22,0.7589,1.7121,-1.9227,0.3215,False
2020-04-23,0.7588,1.7127,-1.9617,0.3036,False
2020-04-24,0.7591,1.7113,-1.9069,0.3288,False
2020-04-27,0.7607,1.704,-1.9724,0.2988,False
2020-04-28,0.7635,1.6916,-2.028,0.2744,False
2020-04-29,0.7664,1.6785,-1.775,0.393,False
2020-04-30,0.7697,1.664,-1.7608,0.4001,False
2020-05-01,0.7726,1.6508,-1.7711,0.3949,False
2020-05-04,0.7756,1.6372,-1.7885,0.3862,False
2020-05-05,0.7789,1.6223,-1.8252,0.368,False
2020-05-06,0.7819,1.6089,-1.869,0.3468,False
2020-05-07,0.7851,1.5943,-1.8431,0.3593,False
2020-05-08,0.7889,1.5774,-1.8148,0.3731,False
2020-05-11,0.7931,1.5587,-1.805,0.378,False
2020-05-12,0.7968,1.5417,-1.7821,0.3894,False
2020-05-13,0.8,1.5277,-1.7919,0.3845,False
2020-05-14,0.8039,1.51,-1.6823,0.4403,False
2020-05-15,0.8082,1.4908,-1.7216,0.42,False
2020-05-18,0.8128,1.4701,-1.7153,0.4232,False
2020-05-19,0.8165,1.4534,-1.8907,0.3365,False
2020-05-20,0.8202,1.4365,-1.704,0.429,False
2020-05-21,0.8239,1.42,-2.1849,0.2118,False
2020-05-22,0.8277,1.4028,-2.0143,0.2803,False
2020-05-26,0.8286,1.3988,-2.0495,0.2653,False
2020-05-27,0.8292,1.3962,-2.0764,0.2541,False
2020-05-28,0.8294,1.3956,-2.0967,0.2458,False
2020-05-29,0.8294,1.3954,-2.0925,0.2475,False
2020-06-01,0.8297,1.3943,-2.0588,0.2614,False
2020-06-02,0.8304,1.3912,-2.0574,0.262,False
2020-06-03,0.8308,1.3894,-2.0593,0.2612,False
2020-06-04,0.8319,1.3843,-2.0347,0.2716,False
2020-06-05,0.8336,1.3771,-2.0178,0.2788,False
2020-06-08,0.8355,1.3685,-1.9953,0.2886,False
2020-06-09,0.8377,1.3586,-1.974,0.2981,False
2020-06-10,0.8395,1.3508,-2.0162,0.2795,False
