date,hedge_ratio,intercept,adf_stat,p_value,cointegrated
2019-01-02,1.1702,-0.4429,-3.1471,0.0233,True
2019-01-03,1.1638,-0.4121,-3.1618,0.0223,True
2019-01-04,1.1572,-0.38,-3.0086,0.0341,True
2019-01-07,1.1509,-0.3493,-3.0689,0.0289,True
2019-01-08,1.1447,-0.3192,-3.1624,0.0223,True
2019-01-09,1.1382,-0.288,-3.1807,0.0211,True
2019-01-10,1.132,-0.2577,-2.7194,0.0707,False
2019-01-11,1.126,-0.2284,-2.8404,0.0527,False
2019-01-14,1.1203,-0.2007,-3.0504,0.0304,True
2019-01-15,1.1152,-0.176,-2.8843,0.0472,True
2019-01-16,1.11,-0.1509,-3.1357,0.024,True
2019-01-17,1.1055,-0.1286,-3.5399,0.007,True
2019-01-18,1.1012,-0.1077,-3.6606,0.0047,True
2019-01-22,1.0972,-0.0881,-3.6864,0.0043,True
2019-01-23,1.0935,-0.0699,-3.8181,0.0027,True
2019-01-24,1.0893,-0.0493,-3.8675,0.0023,True
2019-01-25,1.0852,-0.0294,-3.8683,0.0023,True
2019-01-28,1.0817,-0.0118,-3.803,0.0029,True
2019-01-29,1.0785,0.0037,-3.5454,0.0069,True
2019-01-30,1.0751,0.0204,-2.7801,0.0612,False
2019-01-31,1.0716,0.038,-3.2713,0.0162,True
2019-02-01,1.0698,0.0474,-2.7385,0.0676,False
2019-02-04,1.0691,0.0508,-2.7988,0.0584,False
2019-02-05,1.0694,0.0498,-2.9015,0.0452,True
2019-02-06,1.0696,0.0487,-2.8055,0.0575,False
2019-02-07,1.0695,0.0496,-2.6671,0.0799,False
2019-02-08,1.0698,0.0487,-1.692,0.4353,False
2019-02-11,1.0696,0.0497,-1.6627,0.4504,False
2019-02-12,1.0709,0.044,-1.6466,0.4588,False
2019-02-13,1.0723,0.0371,-1.6413,0.4616,False
2019-02-14,1.0751,0.0238,-1.7121,0.4249,False
2019-02-15,1.0773,0.0132,-1.7892,0.3858,False
2019-02-19,1.0791,0.005,-1.8537,0.3541,False
2019-02-20,1.0817,-0.0077,-1.8737,0.3445,False
2019-02-21,1.0837,-0.0169,-1.9376,0.3146,False
2019-02-22,1.0859,-0.0276,-1.8763,0.3433,False
2019-02-25,1.0885,-0.04,-1.877,0.343,False
2019-02-26,1.0904,-0.049,-1.8985,0.3328,False
2019-02-27,1.0923,-0.0581,-1.8517,0.3551,False
